title,console,genre,publisher,developer,critic_score,total_sales,na_sales,jp_sales,pal_sales,other_sales,release_year,genre_encoded,console_encoded,publisher_encoded
the ant bully,Ps2,Platform,Midway Games,Artificial Mind And Movement,7.3,0.1,0.05,0.0,0.04,0.01,2006.0,10,21,413
kirarin * revolution: mezase! idol queen,Ds,Simulation,Konami,Konami,7.3,0.1,0.0,0.1,0.0,0.0,2007.0,16,4,353
simanimals africa,Ds,Simulation,Electronic Arts,The Sims Studio,7.3,0.1,0.08,0.0,0.02,0.01,2009.0,16,4,178
the smurfs 2,Wii,Platform,Ubisoft,Way Forward,7.3,0.1,0.0,0.0,0.1,0.01,2013.0,10,31,685
codename: kids next door: operation v.i.d.e.o.g.a.m.e.,Ps2,Platform,Global Star Software,High Voltage Software,7.3,0.1,0.05,0.0,0.04,0.01,2005.0,10,21,252
disney's donald duck: goin' quackers,N64,Platform,Ubisoft,Disney Interactive Studios,7.3,0.1,0.08,0.0,0.02,0.0,2000.0,10,12,685
pac-man and the ghostly adventures 2,X360,Platform,Namco Bandai Games,Monkey Bar Games,7.3,0.1,0.05,0.0,0.04,0.01,2014.0,10,35,437
vexx,Xb,Platform,Acclaim Entertainment,Acclaim Studios Austin,6.8,0.1,0.08,0.0,0.02,0.0,2003.0,10,36,20
uta no prince-sama: debut,Psp,Visual Novel,Broccoli,Nippon Ichi Software,7.3,0.09,0.0,0.09,0.0,0.0,2012.0,19,25,103
trivial pursuit unhinged,Xb,Misc,Atari,Artech Studios,7.3,0.09,0.07,0.0,0.02,0.0,2004.0,6,36,68
attack on titan 2,Xone,Action,Koei Tecmo,Omega Force,7.0,0.09,0.08,0.0,0.0,0.01,2018.0,0,38,351
mystic heroes,Gc,Action,Koei,Koei,6.8,0.09,0.03,0.04,0.01,0.0,2002.0,0,8,350
viewtiful joe: red hot rumble,Psp,Action,Capcom,Clover Studio,7.3,0.09,0.08,0.0,0.0,0.01,2006.0,0,25,107
kenka banchou 2: full throttle,Ps2,Action,Spike,Ysk,7.3,0.09,0.0,0.09,0.0,0.0,2007.0,0,21,596
world championship poker 2: featuring howard lederer,Xb,Misc,Crave Entertainment,Point Of View,7.3,0.09,0.07,0.0,0.02,0.0,2005.0,6,36,128
learn chess,Ds,Misc,Dreamcatcher Interactive,Dreamcatcher,7.3,0.09,0.09,0.0,0.0,0.01,2009.0,6,4,161
uta no prince-sama: all star after secret,Psp,Action,Broccoli,Unknown,7.3,0.09,0.0,0.09,0.0,0.0,2015.0,0,25,103
sengoku basara 4: sumeragi,Ps3,Action,Capcom,Unknown,7.3,0.09,0.0,0.09,0.0,0.0,2015.0,0,22,107
ty the tasmanian tiger 3: night of the quinkan,Gc,Action,Activision,Krome Studios,6.2,0.09,0.07,0.0,0.02,0.0,2005.0,0,8,23
bionicle,Gba,Action,Thq,Mobius Entertainment,7.3,0.09,0.06,0.0,0.02,0.0,2003.0,0,6,657
jumper: griffin's story,Wii,Action,Brash Entertainment,Collision Studios,7.3,0.09,0.08,0.0,0.0,0.01,2008.0,0,31,102
lara croft and the temple of osiris,Ps4,Action,Square Enix,Crystal Dynamics,7.3,0.09,0.0,0.0,0.07,0.01,2014.0,0,23,601
lego star wars ii: the original trilogy,Gba,Action,Lucasarts,Amaze Entertainment,6.0,0.09,0.06,0.0,0.02,0.0,2006.0,0,6,369
dance on broadway,Ps3,Misc,Ubisoft,Longtail Studios,7.3,0.09,0.05,0.0,0.03,0.01,2011.0,6,22,685
dora the explorer: dora saves the crystal kingdom,Ps2,Misc,2K Play,Take-Two Interactive,7.3,0.09,0.05,0.0,0.04,0.01,2009.0,6,21,6
jasf: jane's advanced strike fighters,X360,Simulation,Unknown,Trickstar Games,7.3,0.09,0.06,0.0,0.02,0.01,2011.0,16,35,693
ochaken no heya ds 2,Ds,Simulation,Mto,Mto,7.3,0.09,0.0,0.09,0.0,0.0,2007.0,16,4,429
train sim world,Ps4,Simulation,Maximum Games,Dovetail Games,7.3,0.09,0.05,0.0,0.03,0.02,2018.0,16,23,388
the wolf among us,Ps3,Adventure,Telltale Games,Telltale Games,7.3,0.09,0.05,0.0,0.02,0.02,2014.0,2,22,646
back to the future: the game,Ps3,Adventure,Telltale Games,Telltale Games,7.3,0.09,0.07,0.0,0.01,0.01,2011.0,2,22,646
obscure: the aftermath,Psp,Adventure,Playlogic Game Factory,Hydravision Entertainment,6.5,0.09,0.05,0.0,0.03,0.01,2009.0,2,25,507
the wolf among us,Xone,Adventure,Telltale Games,Telltale Games,7.3,0.09,0.06,0.0,0.02,0.01,2014.0,2,38,646
the mummy: tomb of the dragon emperor,Ds,Adventure,Sierra Entertainment,Artificial Mind And Movement,7.3,0.09,0.08,0.0,0.0,0.01,2008.0,2,4,571
the mummy: tomb of the dragon emperor,Wii,Adventure,Sierra Entertainment,Eurocom Entertainment Software,7.3,0.09,0.08,0.0,0.0,0.01,2008.0,2,31,571
agatha christie: evil under the sun,Wii,Adventure,The Adventure Company,Awe Games,7.3,0.09,0.06,0.0,0.02,0.01,2008.0,2,31,652
photokano,Psp,Adventure,Kadokawa Shoten,Kadokawa Shoten,7.3,0.09,0.0,0.09,0.0,0.0,2012.0,2,25,335
scooby-doo! who's watching who?,Ds,Adventure,Thq,Thq,7.3,0.09,0.08,0.0,0.01,0.01,2006.0,2,4,657
sound novel machi,Sat,Adventure,Chunsoft,Chunsoft,7.3,0.09,0.0,0.09,0.0,0.0,1998.0,2,27,114
the daring game for girls,Wii,Adventure,Majesco,Wxp,7.3,0.09,0.09,0.0,0.0,0.01,2010.0,2,31,375
the revenge of shinobi,Gba,Platform,Thq,3D6 Games,7.3,0.09,0.07,0.0,0.02,0.0,2002.0,10,6,657
tak: the great juju challenge,Ds,Platform,Thq,Avalanche Software,7.3,0.09,0.09,0.0,0.0,0.01,2005.0,10,4,657
disney's the haunted mansion,Xb,Platform,Tdk Mediactive,High Voltage Software,7.3,0.09,0.07,0.0,0.02,0.0,2003.0,10,36,635
doraemon: nobita to midori no kyojinden ds,Ds,Platform,Sega,Inti Creates,7.3,0.09,0.0,0.09,0.0,0.0,2008.0,10,4,566
castlevania dracula x,Snes,Platform,Konami,Konami,7.3,0.09,0.03,0.05,0.01,0.0,1995.0,10,29,353
shockwave assault,Ps,Simulation,Crystal Dynamics,Paradox Development,7.3,0.09,0.05,0.0,0.04,0.01,1995.0,16,20,131
bogey: dead 6,Ps,Simulation,Sony Computer Entertainment,Pegasus Japan,7.3,0.09,0.05,0.0,0.04,0.01,1996.0,16,20,585
i love puppies,Ds,Simulation,Destineer,Lvivmedia,7.3,0.09,0.09,0.0,0.0,0.01,2010.0,16,4,146
american truck simulator,Pc,Simulation,Scs Software,Scs Software,7.3,0.09,0.0,0.0,0.09,0.01,2016.0,16,17,563
karaoke revolution presents american idol encore,Ps3,Misc,Konami,Blitz Games,7.3,0.09,0.08,0.0,0.0,0.01,2008.0,6,22,353
the suffering: ties that bind,Xb,Action,Midway Games,Surreal Software,7.3,0.09,0.07,0.0,0.02,0.0,2005.0,0,36,413
rock band 3,Ds,Misc,Mtv Games,Harmonix Music Systems,8.5,0.09,0.07,0.0,0.01,0.01,2010.0,6,4,430
family gameshow,Wii,Misc,Storm City Games,Zushi Games Ltd,7.3,0.09,0.08,0.0,0.0,0.01,2010.0,6,31,609
rock band country track pack 2,Wii,Misc,Mtv Games,Harmonix Music Systems,7.3,0.09,0.08,0.0,0.0,0.01,2011.0,6,31,430
red bull bc one,Ds,Misc,Ignition Entertainment,Playlogic Game Factory,7.3,0.09,0.08,0.0,0.0,0.01,2008.0,6,4,303
dora's big birthday adventure,Ds,Misc,2K Play,"Black Lantern Studios, Inc.",7.3,0.09,0.08,0.0,0.01,0.01,2010.0,6,4,6
karaoke revolution presents american idol encore 2,X360,Misc,Konami,Blitz Games,7.3,0.09,0.08,0.0,0.0,0.01,2008.0,6,35,353
hakuouki: zuisouroku portable,Psp,Adventure,Idea Factory,Idea Factory,7.3,0.09,0.0,0.09,0.0,0.0,2010.0,2,25,298
l: the prologue to death note - rasen no wana,Ds,Adventure,Konami,Konami,7.3,0.09,0.0,0.09,0.0,0.0,2008.0,2,4,353
cloudy with a chance of meatballs,X360,Adventure,Ubisoft,Ubisoft Shanghai,6.7,0.09,0.07,0.0,0.0,0.01,2009.0,2,35,685
the seven deadly sins: unjust sin,3Ds,Adventure,Namco Bandai Games,Namco Bandai Games,7.3,0.09,0.0,0.09,0.0,0.0,2015.0,2,2,437
blood: the last vampire (joukan),Ps2,Adventure,Sony Computer Entertainment,Sugar & Rockets,7.3,0.09,0.0,0.09,0.0,0.0,2000.0,2,21,585
life is strange: before the storm,Xone,Adventure,Square Enix,Deck Nine,7.3,0.09,0.07,0.0,0.0,0.01,2018.0,2,38,601
million god,Ps2,Misc,Nippon Amuse,Nippon Amuse,7.3,0.09,0.0,0.09,0.0,0.0,2002.0,6,21,458
1 vs. 100,Ds,Misc,Dsi Games,Eci,7.3,0.09,0.08,0.0,0.0,0.01,2008.0,6,4,162
thomas & friends: hero of the rails,Ds,Misc,Majesco,Barnstorm Games,7.3,0.09,0.0,0.0,0.07,0.01,2010.0,6,4,375
great party games,Wii,Misc,O-Games,Tbd,7.3,0.09,0.0,0.0,0.08,0.01,2010.0,6,31,472
tabi no yubisashi kaiwachou ds: ds series 4 america,Ds,Misc,Nintendo,Tose,7.3,0.09,0.0,0.09,0.0,0.0,2006.0,6,4,457
crash boom bang!,Ds,Misc,Sierra Entertainment,Dimps Corporation,7.3,0.09,0.07,0.0,0.01,0.01,2006.0,6,4,571
mahjong master,N64,Misc,Konami,Konami Computer Entertainment Osaka,7.3,0.09,0.0,0.09,0.0,0.0,1996.0,6,12,353
pachitte chonmage tatsujin 10: pachinko fuyu no sonata,Ps2,Misc,Hackberry,Hack Berry,7.3,0.09,0.0,0.09,0.0,0.0,2007.0,6,21,272
pillow pets,Ds,Adventure,Gamemill,Gamemill Publishing,7.3,0.09,0.08,0.0,0.0,0.01,2011.0,2,4,234
data east arcade classics,Wii,Misc,Majesco,G1M2,5.0,0.09,0.08,0.0,0.0,0.01,2010.0,6,31,375
my make-up,Ds,Misc,O-Games,Oxygen Interactive,7.3,0.09,0.08,0.0,0.0,0.01,2009.0,6,4,472
walt disney's the jungle book: rhythm n'groove,Ps,Misc,Ubisoft,Ubisoft,7.3,0.09,0.05,0.0,0.03,0.01,2000.0,6,20,685
lego batman: the videogame,Pc,Adventure,Warner Bros. Interactive,Traveller'S Tales,7.4,0.09,0.04,0.0,0.03,0.01,2008.0,2,17,717
super street fighter ii turbo,3Do,Fighting,Panasonic Interactive Media,Capcom,7.3,0.09,0.0,0.09,0.0,0.0,1994.0,5,1,488
persona 4 arena ultimax,X360,Fighting,Atlus,Arc System Works,7.3,0.09,0.07,0.0,0.01,0.01,2014.0,5,35,70
tunnel b1,Ps,Shooter,Acclaim Entertainment,Neon,7.3,0.09,0.05,0.0,0.03,0.01,1996.0,15,20,20
raven squad: operation hidden dagger,X360,Shooter,Evolved Games,Atomic Motion,7.3,0.09,0.08,0.0,0.01,0.01,2009.0,15,35,195
duke nukem 3d: 20th anniversary world tour,Xone,Shooter,Gearbox Software,Gearbox Software,7.3,0.09,0.08,0.0,0.0,0.01,2016.0,15,38,241
space invaders extreme,Psp,Shooter,Square Enix,"Gulti Co.,Ltd.",8.2,0.09,0.06,0.01,0.02,0.01,2008.0,15,25,601
alien hominid,Gc,Shooter,O3 Entertainment,The Behemoth,8.3,0.09,0.07,0.0,0.02,0.0,2004.0,15,8,473
halo 2,Pc,Shooter,Microsoft Game Studios,Hired Gun,6.9,0.09,0.01,0.0,0.06,0.01,2007.0,15,17,410
resident evil chronicles hd,Ps3,Shooter,Capcom,Capcom,7.3,0.09,0.0,0.09,0.0,0.0,2012.0,15,22,107
ikaruga,Gc,Shooter,Atari,"Treasure Co., Ltd.",8.0,0.09,0.07,0.0,0.02,0.0,2003.0,15,8,68
f.e.a.r. 2: project origin,Pc,Shooter,Warner Bros. Interactive,Monolith Productions,8.2,0.09,0.04,0.0,0.05,0.01,2009.0,15,17,717
space chimps,Wii,Platform,Brash Entertainment,Red Tribe,7.3,0.09,0.08,0.0,0.0,0.01,2008.0,10,31,102
clockwork knight,Sat,Platform,Sega,Sega-Am7,7.3,0.09,0.0,0.09,0.0,0.0,1995.0,10,27,566
pac-man world 3,Gc,Platform,Namco,Blitz Games,7.3,0.09,0.07,0.0,0.02,0.0,2005.0,10,8,435
galactic taz ball,Ds,Platform,Warner Bros. Interactive,Wayforward Technologies,7.3,0.09,0.09,0.0,0.0,0.01,2010.0,10,4,717
the smurfs 2,Ps3,Platform,Ubisoft,Way Forward,7.3,0.09,0.02,0.0,0.06,0.01,2013.0,10,22,685
scaler,Ps2,Platform,Global Star Software,Artificial Mind & Movement,7.3,0.09,0.05,0.0,0.04,0.01,2004.0,10,21,252
i-ninja,Gc,Platform,Namco,Argonaut Games,7.2,0.09,0.07,0.0,0.02,0.0,2003.0,10,8,435
dragon tales: dragon seek,Ps,Platform,Newkidco,Zed Two Limited,7.3,0.09,0.05,0.0,0.03,0.01,2000.0,10,20,450
2-in-1 game pack: spider-man & spider-man 2,Gba,Platform,Activision,Digital Eclipse,7.3,0.09,0.06,0.0,0.02,0.0,2005.0,10,6,23
scooby-doo! unmasked,Ds,Platform,Thq,Artificial Mind And Movement,7.3,0.09,0.07,0.0,0.01,0.01,2005.0,10,4,657
el tigre: the adventures of manny rivera,Ds,Platform,Thq,Blue Tongue Entertainment,7.3,0.09,0.08,0.0,0.0,0.01,2007.0,10,4,657
the ant bully,Wii,Platform,Midway Games,Artificial Mind And Movement,7.3,0.09,0.08,0.0,0.0,0.01,2006.0,10,31,413
ultimate mortal kombat,Ds,Fighting,Midway Games,Other Ocean Interactive,7.3,0.09,0.07,0.0,0.01,0.01,2007.0,5,4,413
dragon ball kai: ultimate butouden,Ds,Fighting,Namco Bandai,Namco Bandai Games,7.3,0.09,0.0,0.09,0.0,0.0,2011.0,5,4,436
dragon ball z: shin butouden,Sat,Fighting,Bandai,Bandai,7.3,0.09,0.0,0.09,0.0,0.0,1995.0,5,27,78
bleach: heat the soul 6,Psp,Fighting,Sony Computer Entertainment,Eighting,7.3,0.09,0.0,0.09,0.0,0.0,2009.0,5,25,585
blazblue: continuum shift extend,Ps3,Fighting,Aksys Games,Arc System Works,7.3,0.09,0.0,0.09,0.0,0.0,2012.0,5,22,31
digimon rumble arena 2,Ps2,Fighting,Bandai,Black Ship Games,7.3,0.09,0.05,0.0,0.04,0.01,2004.0,5,21,78
rocky,Gc,Fighting,Ubisoft,Steel Monkeys,7.0,0.09,0.07,0.0,0.02,0.0,2002.0,5,8,685
bleach: heat the soul,Psp,Fighting,Sony Computer Entertainment,Eighting,7.3,0.09,0.0,0.09,0.0,0.0,2005.0,5,25,585
samurai shodown anthology,Psp,Fighting,Snk Playmore,Snk Playmore Corporation,7.3,0.09,0.08,0.0,0.0,0.01,2009.0,5,25,580
bloody roar 4,Ps2,Fighting,Hudson Soft,Eighting/Raizing,7.3,0.09,0.05,0.0,0.04,0.01,2003.0,5,21,293
digimon all-star rumble,Ps3,Fighting,Namco Bandai Games,Prope,7.3,0.09,0.06,0.0,0.02,0.02,2014.0,5,22,437
saikyou habu shogi,N64,Misc,Seta Corporation,Seta Corporation,7.3,0.09,0.0,0.06,0.0,0.03,1996.0,6,12,567
the x-factor,X360,Misc,Deep Silver,Deep Silver,7.3,0.09,0.0,0.0,0.08,0.01,2010.0,6,35,144
u-sing  2,Wii,Misc,Mindscape,Mindscape Inc.,7.3,0.09,0.0,0.0,0.08,0.01,2010.0,6,31,419
just dance wii u,Wiiu,Misc,Nintendo,Unknown,7.3,0.09,0.0,0.09,0.0,0.0,2014.0,6,32,457
quiz magic academy ds: futatsu no jikuu koku,Ds,Misc,Konami,Konami,7.3,0.09,0.0,0.09,0.0,0.0,2010.0,6,4,353
wonder world amusement park,Ds,Misc,Majesco,Coyote Console,7.3,0.09,0.08,0.0,0.0,0.01,2009.0,6,4,375
seaworld adventure parks: shamu's deep sea adventure,Gc,Adventure,Activision,Magicwand,7.3,0.09,0.07,0.0,0.02,0.0,2005.0,2,8,23
paragon,Ps4,Action,Sony Interactive Entertainment,Epic Games,7.3,0.09,0.07,0.0,0.0,0.02,2016.0,0,23,588
dynasty warriors 8: empires,Ps3,Misc,Tecmo Koei,Unknown,7.3,0.09,0.0,0.09,0.0,0.0,2015.0,6,22,644
karaoke joysound wii super dx: hitori de minna de utai houdai!,Wii,Misc,Hudson Soft,Xing Inc.,7.3,0.09,0.0,0.09,0.0,0.0,2010.0,6,31,293
kawashima ryuuta kyouju kanshuu nouryoku trainer portable 2,Psp,Misc,Sega,Sega,7.3,0.09,0.0,0.09,0.0,0.0,2006.0,6,25,566
golden nugget 64,N64,Misc,Electronic Arts,Westwood Studios,7.3,0.09,0.07,0.0,0.02,0.0,1998.0,6,12,178
spider-man: edge of time,Wii,Action,Activision,Beenox,7.3,0.09,0.06,0.0,0.02,0.01,2011.0,0,31,23
playmobil circus,Wii,Action,Dreamcatcher Interactive,Morgen Studios,7.3,0.09,0.06,0.0,0.02,0.01,2009.0,0,31,161
snood 2: on vacation,Ds,Puzzle,Dsi Games,Gravity-I,7.3,0.09,0.09,0.0,0.0,0.01,2005.0,11,4,162
puyo pop fever (jp sales),Ds,Puzzle,Atlus,Sega,7.3,0.09,0.0,0.09,0.0,0.0,2005.0,11,4,70
angry birds: star wars,Psv,Puzzle,Activision,Exient Entertainment,7.3,0.09,0.03,0.0,0.04,0.02,2013.0,11,26,23
brain age: concentration training,3Ds,Education,Nintendo,Nintendo,7.5,0.09,0.08,0.0,0.0,0.01,2013.0,4,2,457
bleach gc: tasogare ni mamieru shinigami,Gc,Fighting,Sega,Polygon Magic,7.3,0.09,0.0,0.08,0.0,0.0,2005.0,5,8,566
fire pro wrestling returns,Ps2,Fighting,Agetec,S-Neo,7.3,0.09,0.04,0.0,0.03,0.01,2007.0,5,21,29
whacked!,Xb,Party,Microsoft Game Studios,Presto Studios,7.3,0.09,0.07,0.0,0.02,0.0,2002.0,9,36,410
carnival games: wild west 3d,3Ds,Party,2K Play,Cat Daddy Games,7.3,0.09,0.06,0.0,0.03,0.01,2011.0,9,2,6
jimmy neutron: boy genius,Gc,Platform,Thq,Big Sky Software,7.3,0.09,0.07,0.0,0.02,0.0,2002.0,10,8,657
famicom mini: makaimura,Gba,Platform,Capcom,Capcom,7.3,0.09,0.0,0.08,0.0,0.0,2004.0,10,6,107
psychonauts,Ps2,Platform,Majesco,Double Fine Productions,8.6,0.09,0.05,0.0,0.04,0.01,2005.0,10,21,375
battle stadium d.o.n,Gc,Fighting,Namco Bandai,Eighting,7.3,0.09,0.0,0.09,0.0,0.0,2006.0,5,8,436
naruto shippuuden: gekitou ninja taisen! ex 2,Wii,Fighting,Takara Tomy,8Ing/Raizing,7.3,0.09,0.0,0.09,0.0,0.0,2007.0,5,31,630
battle fantasia,X360,Fighting,Aksys Games,Arc System Works,7.0,0.09,0.07,0.01,0.0,0.01,2008.0,5,35,31
forgotten realms: demon stone,Xb,Action,Atari,Stormfront Studios,7.3,0.09,0.06,0.0,0.02,0.0,2004.0,0,36,68
god eater resurrection,Ps4,Action,Namco Bandai Games,Namco Bandai Games,7.3,0.09,0.0,0.09,0.0,0.0,2016.0,0,23,437
demon chaos,Ps2,Action,Unknown,Genki,7.3,0.09,0.0,0.09,0.0,0.0,2008.0,0,21,693
project eden,Ps2,Action,Eidos Interactive,Core Design Ltd.,7.3,0.09,0.04,0.0,0.03,0.01,2001.0,0,21,174
crimson sea,Xb,Action,Koei,Koei,7.3,0.09,0.04,0.04,0.01,0.0,2002.0,0,36,350
grand theft auto: episodes from liberty city,Pc,Action,Rockstar Games,Rockstar North,7.3,0.09,0.0,0.0,0.08,0.01,2010.0,0,17,552
seven: molmorth no kiheitai,Ps2,Action,Namco,Namco,7.3,0.09,0.0,0.09,0.0,0.0,2000.0,0,21,435
beyblade evolution,3Ds,Action,D3 Publisher,Rising Star Games,7.3,0.09,0.06,0.0,0.02,0.01,2013.0,0,2,135
legend of the guardians: the owls of ga'hoole,Ps3,Action,Warner Bros. Interactive,Krome Studios,7.3,0.09,0.07,0.0,0.01,0.01,2010.0,0,22,717
astro boy: omega factor,Gba,Action,Sega,Hitmaker,8.8,0.09,0.06,0.0,0.02,0.0,2004.0,0,6,566
tornado outbreak,Ps3,Action,Konami,Loose Cannon Studios,7.3,0.09,0.08,0.0,0.0,0.01,2009.0,0,22,353
batman beyond: return of the joker,N64,Action,Ubisoft,Kemco,2.0,0.09,0.07,0.0,0.02,0.0,2000.0,0,12,685
samurai warriors 2: xtreme legends,Ps2,Action,Koei,Omega Force,7.3,0.09,0.04,0.0,0.03,0.01,2008.0,0,21,350
taiko no tatsujin: drum session!,Ps4,Music,Namco Bandai Games,Namco Bandai Games,7.3,0.09,0.0,0.09,0.0,0.0,2017.0,8,23,437
singstar: ultimate party,Ps3,Music,Sony Computer Entertainment Europe,London Studios,7.3,0.09,0.0,0.0,0.08,0.01,2014.0,8,22,587
uta no?prince-sama? music 2,Psp,Music,Broccoli,Nippon Ichi Software,7.3,0.09,0.0,0.09,0.0,0.0,2013.0,8,25,103
no more heroes: red zone,Ps3,Action,Marvelous Interactive,Feelplus,7.3,0.09,0.0,0.09,0.0,0.0,2011.0,0,22,381
crayon shin-chan shokkugan! densetsu o yobu omake daiketsusen!!,Ds,Action,Namco Bandai,Bandai Namco Games,7.3,0.09,0.0,0.09,0.0,0.0,2010.0,0,4,436
burnout paradise: the ultimate box,Pc,Racing,Electronic Arts,Criterion Games,7.3,0.09,0.0,0.0,0.09,0.01,2009.0,12,17,178
jimmie johnson's anything with an engine,X360,Racing,Konami,Isopod Labs,7.3,0.09,0.08,0.0,0.0,0.01,2011.0,12,35,353
chuchu rocket!,Gba,Puzzle,Sega,Sonic Team,8.1,0.09,0.06,0.0,0.02,0.0,2001.0,11,6,566
nikoli's pencil puzzle,3Ds,Puzzle,Konami,Hudson Soft,7.3,0.09,0.05,0.0,0.03,0.01,2011.0,11,2,353
bomberman land touch!,Ds,Puzzle,Atlus,Hudson Soft,7.3,0.09,0.04,0.04,0.0,0.0,2006.0,11,4,70
nascar: dirt to daytona,Gc,Racing,Infogrames,Monster Games Inc.,7.3,0.09,0.07,0.0,0.02,0.0,2002.0,12,8,316
road trip,Ps2,Racing,Conspiracy Entertainment,E-Game,7.3,0.09,0.04,0.0,0.03,0.01,2002.0,12,21,125
import tuner challenge (american sales),X360,Racing,Ubisoft,Genki,6.4,0.09,0.07,0.0,0.01,0.01,2006.0,12,35,685
ford mustang: the legend lives,Xb,Racing,2K Games,Eutechnyx,7.3,0.09,0.07,0.0,0.02,0.0,2005.0,12,36,5
freekstyle,Gc,Racing,Ea Sports Big,Page 44 Studios,7.3,0.09,0.07,0.0,0.02,0.0,2002.0,12,8,168
driver: renegade,3Ds,Racing,Ubisoft,Ubisoft,3.5,0.09,0.05,0.0,0.04,0.01,2011.0,12,2,685
grid: autosport,X360,Racing,Codemasters,Codemasters,7.3,0.09,0.03,0.0,0.05,0.01,2014.0,12,35,118
freestyle metal x,Ps2,Racing,Midway Games,Deibus Studios,7.3,0.09,0.04,0.0,0.03,0.01,2003.0,12,21,413
test drive: eve of destruction,Xb,Racing,Atari,Monster Games Inc.,7.3,0.09,0.07,0.0,0.02,0.0,2004.0,12,36,68
atv drift & tricks,Ps4,Racing,Maximum Games,Artefacts Studio,7.3,0.09,0.07,0.0,0.0,0.02,2017.0,12,23,388
shrek smash n' crash racing,Psp,Racing,Activision,Torus Games,7.3,0.09,0.08,0.0,0.0,0.01,2006.0,12,25,23
gripshift,Psp,Racing,Sony Computer Entertainment,Sidhe Interactive,7.1,0.09,0.08,0.0,0.0,0.01,2005.0,12,25,585
running wild,Ps,Racing,Sony Computer Entertainment,Blue Shift,7.3,0.09,0.05,0.0,0.03,0.01,1998.0,12,20,585
mx superfly featuring ricky carmichael,Gc,Racing,Thq,Pacific Coast Power & Light,7.3,0.09,0.07,0.0,0.02,0.0,2002.0,12,8,657
echochrome,Psp,Puzzle,Sony Computer Entertainment,Sce Japan Studio,7.6,0.09,0.0,0.08,0.01,0.0,2008.0,11,25,585
bomberman max 2: blue advance,Gba,Puzzle,Majesco,Hudson Soft,7.3,0.09,0.07,0.0,0.02,0.0,2002.0,11,6,375
angry birds: rio,Pc,Puzzle,Focus Home Interactive,Rovio Mobile,7.3,0.09,0.0,0.0,0.07,0.02,2011.0,11,17,207
v-rally edition 99,N64,Racing,Infogrames,Eden Studios,7.3,0.09,0.07,0.0,0.02,0.0,1999.0,12,12,316
nascar the game: inside line,Ps3,Racing,Activision,Eutechnyx,7.3,0.09,0.07,0.0,0.0,0.02,2012.0,12,22,23
kawasaki quad bikes,Wii,Racing,Destineer,Data Design Interactive,7.3,0.09,0.07,0.0,0.01,0.01,2007.0,12,31,146
ben 10 galactic racing,Ps3,Racing,D3 Publisher,Monkey Bar Games,7.3,0.09,0.06,0.0,0.02,0.01,2011.0,12,22,135
porsche challenge,Ps,Racing,Sony Computer Entertainment,Scee London Studio,7.3,0.09,0.05,0.0,0.03,0.01,1997.0,12,20,585
cyberia,Ps,Adventure,Interplay,"Xatrix Entertainment, Inc.",7.3,0.09,0.05,0.0,0.03,0.01,1996.0,2,20,320
monster house,Gba,Adventure,Thq,Artificial Mind And Movement,7.3,0.09,0.06,0.0,0.02,0.0,2006.0,2,6,657
disney's aladdin in nasira's revenge,Ps,Action,Sony Computer Entertainment,Argonaut Games,7.3,0.09,0.05,0.0,0.04,0.01,2001.0,0,20,585
tim burton's the nightmare before christmas: oogie's revenge,Xb,Adventure,Buena Vista,Capcom,7.3,0.09,0.06,0.0,0.02,0.0,2005.0,2,36,105
grand theft auto: the trilogy,Xb,Adventure,Rockstar Games,Rockstar North,7.3,0.09,0.06,0.0,0.02,0.0,2005.0,2,36,552
winter stars,X360,Sports,Deep Silver,49Games,7.3,0.09,0.05,0.0,0.04,0.01,2011.0,17,35,144
blitz: overtime,Psp,Sports,Midway Games,Midway Games,7.3,0.09,0.09,0.0,0.0,0.01,2006.0,17,25,413
nights of azure 2,Ps4,Action,Tecmo Koei,Gust,7.3,0.09,0.04,0.04,0.0,0.01,2017.0,0,23,644
johnny bravo in the hukka-mega-mighty-ultra-extreme date-o-rama,Ds,Action,Mumbo Jumbo,Em Studios Limited,7.3,0.09,0.09,0.0,0.0,0.01,2009.0,0,4,432
metal fight beyblade,Ds,Action,Hudson Soft,Hudson Soft,7.3,0.09,0.0,0.09,0.0,0.0,2009.0,0,4,293
robots,Xb,Action,Vu Games,Eurocom Entertainment Software,7.3,0.09,0.07,0.0,0.02,0.0,2005.0,0,36,714
the story of noah's ark,Ds,Action,Southpeak Interactive,Razorback Developments,7.3,0.09,0.09,0.0,0.0,0.01,2010.0,0,4,593
fresh precure! asobi collection,Ds,Action,Namco Bandai,Bandai Namco Games,7.3,0.09,0.0,0.09,0.0,0.0,2009.0,0,4,436
rosco mcqueen: firefighter extreme,Ps,Action,Psygnosis,Slippery Snake Studios,7.3,0.09,0.05,0.0,0.04,0.01,1998.0,0,20,520
just dance: disney party 2,Wiiu,Music,Ubisoft,Ubisoft San Francisco,7.3,0.09,0.07,0.0,0.01,0.01,2015.0,8,32,685
nickelodeon kart racers,Ps4,Racing,Gamemill Entertainment,Bamtang,7.3,0.09,0.07,0.0,0.0,0.02,2018.0,12,23,235
ford racing 3,Xb,Racing,2K Games,Razorworks Studios,7.3,0.09,0.07,0.0,0.02,0.0,2005.0,12,36,5
mahjong cub3d,3Ds,Puzzle,Atlus,Sunsoft,6.9,0.09,0.07,0.02,0.0,0.01,2011.0,11,2,70
